"","X.3","X.2","X.1","X","dog_guid","MIN.c.created_at.","hour","day","month","gender","neutered","personality","age","weight","breed","btype","bgroup","ntests","mid","PC1","PC2"
"331",331,331,331,336,"fd72776c-7144-11e5-ba71-058fbc01cf0b","2014-10-15 21:17:24",21,4,10,"male",1,"renaissance-dog","7-10","0-19","Cockapoo","Popular Hybrid","",20,0.63172149123,-0.977690129355783,-0.696831244614057
"332",332,332,332,337,"fd728108-7144-11e5-ba71-058fbc01cf0b","2014-10-14 01:12:16",1,3,10,"male",1,"ace","2-4","0-19","Mixed","Mixed Breed/ Other/ I Don't Know","",20,0.77455409357,-0.628542437337888,1.24763749724156
"333",333,333,333,338,"fd7285ae-7144-11e5-ba71-058fbc01cf0b","2014-10-15 02:19:55",2,4,10,"male",1,"socialite","2-4","50-89","German Shepherd Dog-Border Collie Mix","Cross Breed","",20,1.3021546053,0.372809947279972,0.758583481449423
"334",334,334,334,339,"fd728b76-7144-11e5-ba71-058fbc01cf0b","2014-10-14 11:42:36",11,3,10,"female",0,"ace","5-7","0-19","Field Spaniel","Pure Breed","Sporting",20,0.11111111111,3.34423397616517,1.80122247730819
"335",335,335,335,340,"fd72ae44-7144-11e5-ba71-058fbc01cf0b","2014-10-14 23:43:11",23,3,10,"male",0,"charmer","2-4","50-89","Labrador Retriever","Pure Breed","Sporting",20,0.26706566764,0.135387251534906,0.0198974937564804
"336",336,336,336,341,"fd72c582-7144-11e5-ba71-058fbc01cf0b","2014-10-15 23:34:04",23,4,10,"female",1,"renaissance-dog","2-4","50-89","Mixed","Mixed Breed/ Other/ I Don't Know","",20,15.108564206,0.315632967876745,-0.651067226588914
"337",337,337,337,342,"fd72d252-7144-11e5-ba71-058fbc01cf0b","2014-10-15 22:08:30",22,4,10,"female",1,"maverick","2-4","50-89","Mixed","Mixed Breed/ Other/ I Don't Know","",20,0.5239047271,-0.652567370467626,-2.27343554053136
"338",338,338,338,343,"fd72d7a2-7144-11e5-ba71-058fbc01cf0b","2014-11-18 01:57:24",1,3,11,"female",1,"ace","2-4","20-49","Mixed","Mixed Breed/ Other/ I Don't Know","",20,2.7222605994,-0.87075943794603,-1.4579637250287
"339",339,339,339,344,"fd72dc20-7144-11e5-ba71-058fbc01cf0b","2014-10-16 13:52:40",13,5,10,"male",0,"","0-1","0-19","Mixed","Mixed Breed/ Other/ I Don't Know","",7,10.71951196,0.962143254942735,-0.711418973039712
"340",340,340,340,345,"fd72dff4-7144-11e5-ba71-058fbc01cf0b","2014-10-16 03:53:32",3,5,10,"female",1,"charmer","2-4","50-89","Poodle","Pure Breed","Non-Sporting",20,0.19838084795,1.30144660999736,-1.08819488219794
"341",341,341,341,346,"fd72e3c8-7144-11e5-ba71-058fbc01cf0b","2014-10-16 17:35:57",17,5,10,"male",1,"ace","5-7","50-89","Mixed","Mixed Breed/ Other/ I Don't Know","",20,0.67435977096,-0.875681618444728,1.04877645650276
"342",342,342,342,347,"fd72e4f4-7144-11e5-ba71-058fbc01cf0b","2014-10-16 12:49:57",12,5,10,"female",1,"maverick","2-4","0-19","Mixed","Mixed Breed/ Other/ I Don't Know","",20,1.5349932992,0.189939093453419,2.08354797546117
"343",343,343,343,348,"fd72e79c-7144-11e5-ba71-058fbc01cf0b","2014-10-16 16:53:38",16,5,10,"male",1,"","2-4","0-19","Shetland Sheepdog","Pure Breed","Herding",16,0.13463194444,-0.548484163616048,0.896282664823719
"344",344,344,344,349,"fd72f048-7144-11e5-ba71-058fbc01cf0b","2014-11-10 21:57:08",21,2,11,"male",1,"","5-7","20-49","Brittany","Pure Breed","Sporting",16,11.601287037,-0.163038433772499,-2.71053330700423
"345",345,345,345,350,"fd730d94-7144-11e5-ba71-058fbc01cf0b","2014-10-17 03:59:18",3,6,10,"male",0,"","2-4","50-89","Flat-Coated Retriever","Pure Breed","Sporting",11,0.14218981481,1.09450209461351,0.650807765910441
"346",346,346,346,351,"fd732072-7144-11e5-ba71-058fbc01cf0b","2014-10-17 16:11:42",16,6,10,"male",1,"socialite","2-4","20-49","Mixed","Mixed Breed/ Other/ I Don't Know","",23,4.547014415,-1.32305442554958,1.89389055458219
"347",347,347,347,352,"fd734db8-7144-11e5-ba71-058fbc01cf0b","2014-11-26 15:13:40",15,4,11,"female",0,"stargazer","7-10","20-49","Border Collie","Pure Breed","Herding",28,11.235794753,-1.60306345856345,2.46233691399037
"348",348,348,348,353,"fd737b44-7144-11e5-ba71-058fbc01cf0b","2014-10-21 00:17:03",0,3,10,"male",1,"","2-4","50-89","American Staffordshire Terrier","Pure Breed","Terrier",15,2.8372247024,0.61724413899252,0.321751528338277
"349",349,349,349,354,"fd738314-7144-11e5-ba71-058fbc01cf0b","2014-10-19 16:49:46",16,1,10,"male",1,"renaissance-dog","0-1","0-19","Yorkshire Terrier","Pure Breed","Toy",20,0.26587414717,-0.082804815943498,0.835369309259142
"350",350,350,350,355,"fd738710-7144-11e5-ba71-058fbc01cf0b","2014-10-19 18:52:08",18,1,10,"male",0,"","0-1","20-49","Rottweiler","Pure Breed","Working",7,0.19584490741,0.617789867787915,-0.688972480318008
"351",351,351,351,356,"fd738a30-7144-11e5-ba71-058fbc01cf0b","2014-10-19 23:28:07",23,1,10,"female",1,"maverick","2-4","0-19","Rat Terrier-Chihuahua Mix","Cross Breed","",28,4.255160751,-2.23814945641184,-0.216882232943261
"352",352,352,352,357,"fd73b53c-7144-11e5-ba71-058fbc01cf0b","2014-10-21 19:24:18",19,3,10,"male",0,"","2-4",">139","Shih Tzu","Pure Breed","Toy",7,0.0010628857996,0.221053806092944,-0.109261461057324
"353",353,353,353,358,"fd73fbfa-7144-11e5-ba71-058fbc01cf0b","2014-10-27 21:24:56",21,2,10,"female",1,"","2-4","50-89","Ibizan Hound-Greyhound Mix","Cross Breed","",13,1.0837606096,0.166445269590818,-2.35536080745716
"354",354,354,354,359,"fd744fe2-7144-11e5-ba71-058fbc01cf0b","2014-10-26 18:47:56",18,1,10,"male",1,"","7-10","20-49","Mixed","Mixed Breed/ Other/ I Don't Know","",11,19.709519676,-0.549876584267984,-0.0664102158593942
"355",355,355,355,360,"fd7451ae-7144-11e5-ba71-058fbc01cf0b","2014-10-26 19:27:27",19,1,10,"female",1,"protodog",">10","20-49","Welsh Terrier","Pure Breed","Terrier",20,3.636690424,-1.09761287474223,-2.0560782001793
"356",356,356,356,361,"fd746c70-7144-11e5-ba71-058fbc01cf0b","2014-10-27 23:38:00",23,2,10,"male",1,"expert","5-7","50-89","Mixed","Mixed Breed/ Other/ I Don't Know","",20,0.37434819688,0.30506370892788,-0.791638739131255
"357",357,357,357,362,"fd747dfa-7144-11e5-ba71-058fbc01cf0b","2014-10-29 20:26:15",20,4,10,"male",1,"charmer","2-4","20-49","French Bulldog","Pure Breed","Non-Sporting",20,17.05764559,-0.69845401801943,-0.655981296002436
"358",358,358,358,363,"fd74b84c-7144-11e5-ba71-058fbc01cf0b","2014-11-01 08:54:40",8,7,11,"male",0,"","2-4","90-139","German Shepherd Dog","Pure Breed","Herding",7,15.97277392,1.36496941172565,-0.807155324250446
"359",359,359,359,364,"fd74b8ba-7144-11e5-ba71-058fbc01cf0b","2014-11-01 17:07:06",17,7,11,"female",0,"ace","0-1","20-49","Flat-Coated Retriever-Irish Water Spaniel Mix","Cross Breed","",20,0.79957967837,0.528963913768635,-0.738265124513071
"360",360,360,360,365,"fd74c602-7144-11e5-ba71-058fbc01cf0b","2015-01-29 03:23:32",3,5,1,"female",1,"","2-4","90-139","German Shepherd Dog","Pure Breed","Herding",11,1.1993472222,1.60777776366427,-0.651698020268299
"361",361,361,361,366,"fd74d6d8-7144-11e5-ba71-058fbc01cf0b","2014-11-02 23:50:17",23,1,11,"male",1,"ace","5-7","0-19","Bichon Frise-Shih Tzu Mix","Cross Breed","",20,5.0522630361,-0.772490115854073,-3.63268249609661
"362",362,362,362,367,"fd74e452-7144-11e5-ba71-058fbc01cf0b","2014-11-03 23:53:41",23,2,11,"female",1,"stargazer","2-4","20-49","Labrador Retriever-Poodle Mix","Cross Breed","",20,0.42198769493,0.250515692058278,-0.58777078525559
"363",363,363,363,368,"fd74e934-7144-11e5-ba71-058fbc01cf0b","2014-11-04 02:29:05",2,3,11,"female",1,"charmer","2-4","20-49","Dachshund","Pure Breed","Hound",20,3.4779702729,1.50072319021126,-1.14750611081128
"364",364,364,364,369,"fd74fb40-7144-11e5-ba71-058fbc01cf0b","2014-11-07 15:38:57",15,6,11,"male",1,"expert","2-4","0-19","Russell Terrier-Japanese Chin Mix","Cross Breed","",28,4.22708762,-0.811293057298775,2.20964039205637
"365",365,365,365,370,"fd754cd0-7144-11e5-ba71-058fbc01cf0b","2014-11-10 00:12:10",0,2,11,"female",1,"","7-10","20-49","Mixed","Mixed Breed/ Other/ I Don't Know","",3,6.9500405092,1.37815099919998,-0.872395238058279
"366",366,366,366,371,"fd75c55c-7144-11e5-ba71-058fbc01cf0b","2014-11-12 02:11:45",2,4,11,"female",1,"","7-10","20-49","American Staffordshire Terrier-Whippet Mix","Cross Breed","",4,2.866871142,1.28105769935719,-0.49681798603498
"367",367,367,367,372,"fd75e6f4-7144-11e5-ba71-058fbc01cf0b","2014-11-12 20:14:21",20,4,11,"male",1,"stargazer","5-7","50-89","American Staffordshire Terrier","Pure Breed","Terrier",20,1.9466173246,-2.47430535045895,0.920241210732434
"368",368,368,368,373,"fd76286c-7144-11e5-ba71-058fbc01cf0b","2014-11-16 00:29:35",0,1,11,"male",1,"","5-7","20-49","Australian Shepherd-Border Collie Mix","Cross Breed","",4,5.9478356482,1.27048844040832,-0.637389498577321
"369",369,369,369,374,"fd764ad6-7144-11e5-ba71-058fbc01cf0b","2014-11-21 05:13:23",5,6,11,"female",0,"socialite","2-4","50-89","Golden Retriever","Pure Breed","Sporting",20,0.51084795322,4.00546887117613,-1.56018361659602
"370",370,370,370,375,"fd7666ba-7144-11e5-ba71-058fbc01cf0b","2014-11-24 02:02:19",2,2,11,"female",1,"socialite","7-10","20-49","Boston Terrier","Pure Breed","Non-Sporting",23,3.0453188131,0.032293364763612,-0.997282619890678
"371",371,371,371,376,"fd766728-7144-11e5-ba71-058fbc01cf0b","2014-11-24 02:25:24",2,2,11,"female",1,"maverick","5-7","20-49","Boston Terrier","Pure Breed","Non-Sporting",23,3.0445291456,0.0890067239626622,-0.847754001103028
"372",372,372,372,377,"fd76832a-7144-11e5-ba71-058fbc01cf0b","2014-11-24 00:18:01",0,2,11,"female",1,"socialite","2-4","50-89","Mixed","Mixed Breed/ Other/ I Don't Know","",20,0.20474841618,0.248350349728829,-0.941167357918906
"373",373,373,373,378,"fd768da2-7144-11e5-ba71-058fbc01cf0b","2014-11-25 09:59:10",9,3,11,"female",1,"expert","0-1","20-49","Mixed","Mixed Breed/ Other/ I Don't Know","",20,0.40018518519,1.29659844187943,-1.4714987205056
"374",374,374,374,379,"fd76a558-7144-11e5-ba71-058fbc01cf0b","2014-11-24 23:59:50",23,2,11,"male",0,"socialite","0-1","50-89","Golden Retriever","Pure Breed","Sporting",20,0.37191398635,0.47520378652503,-0.343052882768304
"375",375,375,375,380,"fd76aa6c-7144-11e5-ba71-058fbc01cf0b","2014-11-25 01:22:03",1,3,11,"female",1,"socialite","2-4","20-49","Mixed","Mixed Breed/ Other/ I Don't Know","",21,12.841233218,-0.758064586929833,-1.68503322838709
"376",376,376,376,381,"fd76b4b2-7144-11e5-ba71-058fbc01cf0b","2014-11-26 03:00:20",3,4,11,"female",1,"socialite","2-4","20-49","Australian Cattle Dog","Pure Breed","Herding",20,0.83702180799,-0.421383249012527,-0.968527920054132
"377",377,377,377,382,"fd76b8ea-7144-11e5-ba71-058fbc01cf0b","2014-11-26 07:19:13",7,4,11,"female",1,"charmer","2-4","50-89","Rhodesian Ridgeback","Pure Breed","Hound",20,0.34846308479,1.64484605726055,-2.52166874695249
"378",378,378,378,383,"fd76bef8-7144-11e5-ba71-058fbc01cf0b","2014-11-27 16:58:49",16,5,11,"male",1,"","0-1","50-89","Mixed","Mixed Breed/ Other/ I Don't Know","",3,0.0025000000028,1.22291086521059,-0.473616436552258
"379",379,379,379,384,"fd76c27c-7144-11e5-ba71-058fbc01cf0b","2014-11-27 02:00:54",2,5,11,"male",1,"","2-4","50-89","Rottweiler-Labrador Retriever Mix","Cross Breed","",4,0.20891589504,1.27048844040832,-0.637389498577321
"380",380,380,380,385,"fd76cf2e-7144-11e5-ba71-058fbc01cf0b","2014-11-28 13:54:42",13,6,11,"male",1,"charmer","0-1","20-49","English Springer Spaniel","Pure Breed","Sporting",20,0.0028581871333,0.764440842599128,2.89904901195085
"381",381,381,381,386,"fd76d35c-7144-11e5-ba71-058fbc01cf0b","2014-11-30 04:58:36",4,1,11,"male",1,"","5-7","20-49","Australian Shepherd","Pure Breed","Herding",11,1.0482685185,1.28280348397814,-0.125290025185233
"382",382,382,382,387,"fd76e8a6-7144-11e5-ba71-058fbc01cf0b","2015-03-05 16:35:44",16,5,3,"female",1,"ace","7-10","20-49","Vizsla","Pure Breed","Sporting",20,2.219122807,0.144718408562677,2.32731661213688
"383",383,383,383,388,"fd7710b0-7144-11e5-ba71-058fbc01cf0b","2014-11-30 23:17:20",23,1,11,"female",1,"","2-4","50-89","Redbone Coonhound","Pure Breed","Hound",4,0.32632330246,1.15489637968077,-1.28984330881594
"384",384,384,384,389,"fd771542-7144-11e5-ba71-058fbc01cf0b","2014-12-01 13:15:43",13,2,12,"male",1,"","2-4","20-49","Border Collie","Pure Breed","Herding",4,0.0039236110942,1.42402685227244,-0.129442783495972
"385",385,385,385,390,"fd77186c-7144-11e5-ba71-058fbc01cf0b","2014-12-02 02:45:21",2,3,12,"female",1,"socialite","0-1","0-19","Mixed","Mixed Breed/ Other/ I Don't Know","",20,0.25547149123,0.326202226825611,-0.510495714046573
"386",386,386,386,391,"fd771ace-7144-11e5-ba71-058fbc01cf0b","2014-12-05 04:46:30",4,6,12,"female",1,"ace",">10","20-49","Brittany-Basset Hound Mix","Cross Breed","",20,4.7177528021,1.08108920018951,-0.626119639358595
"387",387,387,387,392,"fd772e60-7144-11e5-ba71-058fbc01cf0b","2014-12-05 19:10:26",19,6,12,"female",1,"socialite","7-10","20-49","Australian Shepherd","Pure Breed","Herding",20,0.58825231481,-0.81404607874698,-1.30843510624105
"388",388,388,388,393,"fd7764c0-7144-11e5-ba71-058fbc01cf0b","2014-12-05 00:11:06",0,6,12,"male",1,"socialite","2-4","50-89","American Pit Bull Terrier","Pure Breed","",20,0.51329982944,-0.58502729962133,-0.356924058427136
"389",389,389,389,394,"fd77edf0-7144-11e5-ba71-058fbc01cf0b","2014-12-10 02:13:27",2,4,12,"female",1,"ace","2-4","50-89","Golden Retriever","Pure Breed","Sporting",25,11.12328559,-0.470929233473851,-1.98170738019365
"390",390,390,390,395,"fd780312-7144-11e5-ba71-058fbc01cf0b","2014-12-15 01:11:06",1,2,12,"male",1,"expert","0-1","0-19","Pomapoo","Popular Hybrid","",20,0.057245979533,0.193802332859228,-0.73729940404324
"391",391,391,391,396,"fd780c4a-7144-11e5-ba71-058fbc01cf0b","2014-12-13 13:39:44",13,7,12,"male",1,"ace","5-7","90-139","Labrador Retriever","Pure Breed","Sporting",20,1.8475365497,0.72038761785713,1.40364075936398
"392",392,392,392,397,"fd783382-7144-11e5-ba71-058fbc01cf0b","2014-12-26 23:35:51",23,6,12,"male",1,"renaissance-dog","0-1","50-89","Siberian Husky-Australian Shepherd Mix","Cross Breed","",20,0.83603192007,-0.704950045007778,-1.71617101399238
"393",393,393,393,398,"fd78685c-7144-11e5-ba71-058fbc01cf0b","2014-12-22 21:07:06",21,2,12,"female",1,"socialite","2-4","0-19","Mixed","Mixed Breed/ Other/ I Don't Know","",20,0.79769736842,-0.262069883062622,-2.28692492700776
"394",394,394,394,399,"fd788f58-7144-11e5-ba71-058fbc01cf0b","2015-02-03 10:59:29",10,3,2,"male",1,"protodog","5-7","50-89","Mixed","Mixed Breed/ Other/ I Don't Know","",25,0.0048051697523,3.73172255779086,2.47130354276375
"395",395,395,395,400,"fd78a290-7144-11e5-ba71-058fbc01cf0b","2014-12-27 02:54:31",2,7,12,"female",1,"charmer","2-4","20-49","Brittany","Pure Breed","Sporting",20,2.8959167885,0.53191714572408,-0.193524263980654
"396",396,396,396,401,"fd78ada8-7144-11e5-ba71-058fbc01cf0b","2014-12-26 05:41:05",5,6,12,"male",1,"einstein","2-4","90-139","Labrador Retriever","Pure Breed","Sporting",20,0.42388767057,3.91961900936033,-1.20181515040738
"397",397,397,397,402,"fd78ebb0-7144-11e5-ba71-058fbc01cf0b","2014-12-26 18:14:54",18,6,12,"male",0,"ace","2-4","50-89","Flat-Coated Retriever","Pure Breed","Sporting",23,0.10298137626,-0.417082824169891,-1.48671842486525
"398",398,398,398,403,"fd78f362-7144-11e5-ba71-058fbc01cf0b","2014-12-26 15:16:10",15,6,12,"male",0,"renaissance-dog","2-4","50-89","German Shepherd Dog","Pure Breed","Herding",20,0.0029513888907,0.753871583650262,2.75847749940851
"399",399,399,399,404,"fd794b6e-7144-11e5-ba71-058fbc01cf0b","2014-12-28 23:00:10",23,1,12,"male",1,"socialite","2-4","20-49","I Don't Know","Mixed Breed/ Other/ I Don't Know","",20,0.20891934698,-0.205356523863572,-2.13739630822011
"400",400,400,400,405,"fd795f6e-7144-11e5-ba71-058fbc01cf0b","2014-12-29 21:19:12",21,2,12,"female",1,"charmer","5-7","90-139","Rhodesian Ridgeback","Pure Breed","Hound",20,0.37529483431,0.134923631330729,-1.24022459549421
"401",401,401,401,406,"fd79c01c-7144-11e5-ba71-058fbc01cf0b","2015-01-02 19:01:37",19,6,1,"male",1,"stargazer","0-1","20-49","Mixed","Mixed Breed/ Other/ I Don't Know","",20,0.32635477583,-0.253408513744826,-0.873338636354496
"402",402,402,402,407,"fd79f74e-7144-11e5-ba71-058fbc01cf0b","2015-01-05 23:06:37",23,2,1,"male",1,"ace","2-4","0-19","Pomeranian-Boston Terrier Mix","Cross Breed","",20,0.53086196393,-0.164855677014643,-2.50823246046826
"403",403,403,403,408,"fd7a241c-7144-11e5-ba71-058fbc01cf0b","2015-01-08 22:52:05",22,5,1,"female",1,"socialite","5-7","20-49","Shetland Sheepdog","Pure Breed","Herding",35,7.1767657271,-2.55566068569501,-1.82919703835611
"404",404,404,404,409,"fd7a27f0-7144-11e5-ba71-058fbc01cf0b","2015-01-09 12:41:20",12,6,1,"female",1,"charmer","7-10","0-19","West Highland White Terrier","Pure Breed","Terrier",20,0.0072691276805,1.56472750458798,2.6477617782407
"405",405,405,405,410,"fd7a2b88-7144-11e5-ba71-058fbc01cf0b","2015-07-19 00:57:31",0,1,7,"male",1,"protodog","2-4","50-89","Doberman Pinscher","Pure Breed","Working",20,0.30807931287,-0.42091962880835,0.291594169196555
"406",406,406,406,411,"fd7a401e-7144-11e5-ba71-058fbc01cf0b","2015-01-12 21:34:02",21,2,1,"female",1,"stargazer","0-1","20-49","Mixed","Mixed Breed/ Other/ I Don't Know","",20,13.684582724,-1.87644250722279,-1.6757028545632
"407",407,407,407,412,"fd7a9cc6-7144-11e5-ba71-058fbc01cf0b","2015-01-25 10:36:45",10,1,1,"male",1,"socialite","5-7","50-89","Mixed","Mixed Breed/ Other/ I Don't Know","",20,0.2736957846,2.61793212681838,3.03651029881472
"408",408,408,408,413,"fd7ae654-7144-11e5-ba71-058fbc01cf0b","2015-02-05 23:44:15",23,5,2,"male",1,"expert",">10","0-19","Poodle","Pure Breed","Non-Sporting",20,0.21144005848,-0.262069883062622,-2.28692492700776
"409",409,409,409,414,"fd7afc84-7144-11e5-ba71-058fbc01cf0b","2015-02-12 03:06:21",3,5,2,"male",1,"maverick","2-4","0-19","Chihuahua","Pure Breed","Toy",20,3.5748075049,0.53191714572408,-0.193524263980654
"410",410,410,410,415,"fd7b0c38-7144-11e5-ba71-058fbc01cf0b","2015-02-16 20:00:04",20,2,2,"male",1,"","5-7","20-49","Shih Tzu","Pure Breed","Toy",4,0.80797067902,1.24724226848492,-0.588022057014629
"411",411,411,411,416,"fd7b2c18-7144-11e5-ba71-058fbc01cf0b","2015-02-20 21:40:28",21,6,2,"male",1,"charmer","0-1","50-89","Labrador Retriever","Pure Breed","Sporting",20,3.8836854289,0.364612198166353,0.605119280046847
"412",412,412,412,417,"fd7b3f46-7144-11e5-ba71-058fbc01cf0b","2015-02-24 21:11:49",21,3,2,"male",1,"expert","7-10",">139","Other","Mixed Breed/ Other/ I Don't Know","",20,0.31632066277,-0.995012867991376,-3.52400382592058
"413",413,413,413,421,"fd7b60ac-7144-11e5-ba71-058fbc01cf0b","2015-03-19 00:26:18",0,5,3,"female",0,"stargazer","0-1","20-49","Labrador Retriever","Pure Breed","Sporting",20,1.1917592593,0.679886771008201,1.77447691161212
"414",414,414,414,422,"fd7b6110-7144-11e5-ba71-058fbc01cf0b","2015-03-10 00:57:14",0,3,3,"female",0,"charmer","0-1","0-19","Mixed","Mixed Breed/ Other/ I Don't Know","",20,2.0330135234,0.547486877041819,1.54767322161545
"415",415,415,415,423,"fd7b6174-7144-11e5-ba71-058fbc01cf0b","2015-03-10 00:42:23",0,3,3,"female",0,"socialite","0-1","20-49","Labrador Retriever","Pure Breed","Sporting",20,2.0349238548,0.701025288905933,2.0556199366968
"416",416,416,416,424,"fd7b61ce-7144-11e5-ba71-058fbc01cf0b","2015-03-19 00:39:45",0,5,3,"male",0,"maverick","0-1","50-89","Labrador Retriever","Pure Breed","Sporting",20,3.778102461,-0.803219367099734,0.458547757075525
"417",417,417,417,425,"fd7b6660-7144-11e5-ba71-058fbc01cf0b","2015-03-22 23:10:18",23,1,3,"female",1,"protodog","5-7","20-49","Shetland Sheepdog","Pure Breed","Herding",20,0.31356542398,-1.60586776520423,-3.04843919660484
"418",418,418,418,426,"fd7b766e-7144-11e5-ba71-058fbc01cf0b","2015-03-19 22:24:56",22,5,3,"male",0,"stargazer","5-7","20-49","Border Collie","Pure Breed","Herding",20,0.30864887914,-0.820542105735327,-2.368624824231
"419",419,419,419,427,"fd7bc394-7144-11e5-ba71-058fbc01cf0b","2015-04-06 21:46:33",21,2,4,"female",0,"socialite","0-1","0-19","Coton de Tulear","Pure Breed","",33,5.6853255208,-2.86998642916981,-5.19912388960249
"420",420,420,420,428,"fd7bd096-7144-11e5-ba71-058fbc01cf0b","2015-04-15 10:38:36",10,4,4,"male",0,"charmer","0-1","90-139","Rottweiler","Pure Breed","Working",20,0.004966496104,5.16601748353782,1.51696922654504
"421",421,421,421,430,"fd7c6448-7144-11e5-ba71-058fbc01cf0b","2015-05-12 13:25:00",13,3,5,"male",1,"protodog","2-4","0-19","Pug","Pure Breed","Toy",23,0.50313131313,0.15525740769528,1.24290447454147
"422",422,422,422,431,"fd7d1820-7144-11e5-ba71-058fbc01cf0b","2015-05-14 03:29:21",3,5,5,"male",1,"socialite","0-1","50-89","Australian Shepherd","Pure Breed","Herding",20,0.0025871101351,0.53191714572408,-0.193524263980654
"423",423,423,423,433,"fd7e281e-7144-11e5-ba71-058fbc01cf0b","2015-05-15 23:28:29",23,6,5,"male",1,"charmer","2-4","20-49","Cocker Spaniel","Pure Breed","Sporting",20,0.94378654971,-0.715055683752466,-0.596620437284038
"424",424,424,424,434,"fd7e71de-7144-11e5-ba71-058fbc01cf0b","2015-05-16 16:32:40",16,7,5,"female",0,"socialite","7-10","50-89","Collie","Pure Breed","Herding",36,4.2297423942,-2.31443300516715,-1.27613390779378
"425",425,425,425,435,"fd7e8232-7144-11e5-ba71-058fbc01cf0b","2015-05-16 13:32:49",13,7,5,"male",1,"protodog","5-7","50-89","I Don't Know","Mixed Breed/ Other/ I Don't Know","",21,0.011073495372,0.467665030642038,2.75772244264749
"426",426,426,426,436,"fd7e9362-7144-11e5-ba71-058fbc01cf0b","2015-05-16 15:52:19",15,7,5,"male",0,"socialite","0-1","50-89","Golden Retriever","Pure Breed","Sporting",20,0.32568347953,0.27711830252906,2.55412030213355
"427",427,427,427,437,"fd7ea564-7144-11e5-ba71-058fbc01cf0b","2015-05-16 21:24:04",21,7,5,"female",1,"","2-4","20-49","English Springer Spaniel","Pure Breed","Sporting",12,0.0031134259187,0.276273170711924,-2.2369699742748
"428",428,428,428,438,"fd7ebf86-7144-11e5-ba71-058fbc01cf0b","2015-05-16 18:33:46",18,7,5,"female",1,"charmer","0-1","50-89","Komondor","Pure Breed","Working",20,0.43273513645,-0.75733271954793,-1.1589064874534
"429",429,429,429,439,"fd7ec580-7144-11e5-ba71-058fbc01cf0b","2015-05-16 19:36:27",19,7,5,"male",1,"ace","7-10","90-139","German Shepherd Dog","Pure Breed","Herding",20,0.37297149123,-1.30430844286341,1.42020930636707
"430",430,430,430,440,"fd7ec652-7144-11e5-ba71-058fbc01cf0b","2015-05-19 00:17:23",0,3,5,"male",0,"protodog","5-7","50-89","Bouvier des Flandres","Pure Breed","Herding",20,0.26164351852,0.0743432076769577,-0.836424270357801
"431",431,431,431,441,"fd7ed66a-7144-11e5-ba71-058fbc01cf0b","2015-05-24 21:41:04",21,1,5,"male",0,"protodog","0-1","50-89","Golden Retriever","Pure Breed","Sporting",20,0.058759137424,-1.08895150542443,-0.642491909526042
"432",432,432,432,442,"fd7f0770-7144-11e5-ba71-058fbc01cf0b","2015-05-17 16:08:37",16,1,5,"female",1,"charmer","2-4","50-89","Gordon Setter","Pure Breed","Sporting",20,0.59819870858,0.294958070183191,0.32791183757709
"433",433,433,433,443,"fd7f3862-7144-11e5-ba71-058fbc01cf0b","2015-05-18 00:18:04",0,2,5,"male",1,"socialite","7-10","0-19","Cairn Terrier","Pure Breed","Terrier",22,1.2402733686,0.0919039336740151,0.0317693124939762
"434",434,434,434,444,"fd7f3c7c-7144-11e5-ba71-058fbc01cf0b","2015-05-18 01:01:42",1,2,5,"female",1,"protodog","5-7","0-19","Cairn Terrier","Pure Breed","Terrier",22,1.2391154101,0.425688061879969,-0.131248692770069
"435",435,435,435,445,"fd7fedd4-7144-11e5-ba71-058fbc01cf0b","2015-05-19 23:54:36",23,3,5,"male",1,"einstein","2-4","50-89","Labrador Retriever","Pure Breed","Sporting",20,0.78828460039,-0.0535198341247297,-0.722724076551387
"436",436,436,436,446,"fd7ffbb2-7144-11e5-ba71-058fbc01cf0b","2015-05-18 17:05:27",17,2,5,"male",1,"socialite","2-4","20-49","French Bulldog","Pure Breed","Non-Sporting",20,0.049242202732,0.0173189869651666,3.70113889519398
"437",437,437,437,447,"fd80012a-7144-11e5-ba71-058fbc01cf0b","2015-05-18 17:43:31",17,2,5,"female",1,"charmer",">10","20-49","Australian Shepherd-German Shepherd Dog Mix","Cross Breed","Sporting",20,0.0034880604238,-2.13835587992355,1.1106197781317
"438",438,438,438,448,"fd800ae4-7144-11e5-ba71-058fbc01cf0b","2015-05-18 20:06:06",20,2,5,"male",1,"charmer","5-7","20-49","American Eskimo Dog","Pure Breed","Non-Sporting",20,0.10400645712,-1.30930891523229,-0.180416666686696
"439",439,439,439,449,"fd802254-7144-11e5-ba71-058fbc01cf0b","2015-05-19 01:27:30",1,3,5,"female",1,"charmer","5-7","90-139","Mastiff","Pure Breed","Working",23,0.003490635522,0.372573519957913,-0.100110907164776
"440",440,440,440,450,"fd805940-7144-11e5-ba71-058fbc01cf0b","2015-05-25 17:21:09",17,2,5,"female",1,"expert","0-1","0-19","Dachshund","Pure Breed","Hound",20,0.0059807504845,-2.13835587992355,1.1106197781317
"441",441,441,441,451,"fd80bb10-7144-11e5-ba71-058fbc01cf0b","2015-05-19 23:31:34",23,3,5,"male",1,"socialite","7-10","50-89","Labrador Retriever","Pure Breed","Sporting",20,0.78885538499,-0.255367688568478,-1.59302447054136
